qid,question,answer,model_name,temperature,top_p,max_new_tokens,seed,top_k,retriever_model,retrieved_doc_ids,retrieved_chunk_ids,retrieved_scores,timestamp_utc
q14,How can informal power structures be identified and challenged?,"Informal power structures can be identified and challenged by understanding their methods and effects on the oppressed. Here are some steps to identify and challenge them based on the provided context:

1. Recognize the divide-and-rule strategy: Oppressors often try to divide the oppressed and keep them divided to maintain their power. This can be identified by observing any actions that aim to weaken unity, organization, or struggle among the oppressed.

2. Understand the cultural action of the oppressors: The oppressors manipulate the community by giving them the impression that they are being helped. They often emphasize a focalized view of problems rather than seeing them as dimensions of a totality. This can be identified by analyzing the methods and goals of cultural actions in a given context.

3. Recognize indirect rule: The oppressors may use an ""indirect rule"" system, where they manipulate selected leaders to preserve a state of alienation among the oppressed. This can be identified by observing the behavior of leaders and their relationship with the oppressors.

4. Understand class conflict: Class conflict exists between those who buy and those who sell their labor. The oppressors call for harmony but the antagonism between the two classes makes this ""harmony"" impossible. This can be identified by analyzing the economic and social conditions in a given context.

5. Challenge manipulation: Authentic organization supersedes manipulation in dialogical action. Revolutionary leaders should organize themselves with the people, not for their own benefit but for the liberation of the oppressed. This requires daring and loving witness, discipline",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_35|ccom_08|ccom_08|ccom_13,ccom_08_0123|ccom_35_0326|ccom_08_0125|ccom_08_0159|ccom_13_0029,0.490632|0.470502|0.468886|0.466490|0.466317,2026-03-12T13:59:50+00:00
q15,What structures help ensure collective responsibility and shared power?,"The structures that help ensure collective responsibility and shared power, as suggested in the provided context, are those based on a model of community organization and self-representation, such as councils and communes. These structures emphasize organizing cohabitant singularities of the multitude in line with models of self-representation and self-organization, breaking away from mainstream social contract thinking that is based on methodological individualism and statism. In this model, power is decentralized, and higher institutions operate at the system of commune confederation to handle problems that a single commune cannot. The smaller, local structures have more power in democratic confederalism. This model is exemplified by Rojava, where buildings, land, and infrastructure were given to the control of city councils, and cooperatives have been developed to manage economic resources in an interlinked way with other communities.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_13|ccom_08|ccom_08|ccom_14|ccom_14,ccom_13_0024|ccom_08_0123|ccom_08_0125|ccom_14_0013|ccom_14_0019,0.537060|0.529519|0.487788|0.487752|0.486747,2026-03-12T13:59:53+00:00
q16,What is the relationship between theory and practice in revolutionary work?,"In revolutionary work, theory and practice are closely related and interdependent. According to Mao Tse-tung's essay ""On Practice,"" Marxists view human knowledge as developing primarily from social practice, particularly through activity in production. This practical experience is essential for understanding the world and society. However, theory also plays a crucial role in guiding practice and helping to correct errors discovered during the process of changing reality. In other words, theory should be based on practice and serve practice, while practice verifies the truth of knowledge. The relationship between theory and practice in revolutionary work is dynamic, with both elements influencing each other as the objective process progresses and changes.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_45|ccom_45|ccom_45|ccom_45|ccom_45,ccom_45_0002|ccom_45_0012|ccom_45_0001|ccom_45_0013|ccom_45_0003,0.584847|0.583848|0.576521|0.575226|0.571183,2026-03-12T13:59:56+00:00
q17,How should political education be organized?,"Based on the provided context, political education should be organized in a way that empowers the masses, making adults out of them rather than treating them as children. The content of the education or political action should reflect the present, existential, concrete situation of the people and their aspirations, doubts, hopes, and fears. This requires a dialogical methodology that affords the opportunity to discover and investigate the complex of their ""generative themes"" (their view of the world). The role of the political party in an under-developed country is to help instill consciousness, point out the real interests of the people, and organize educational institutions of their own. The government's duty is also to act as a filter and a stabilizer against harmful influences on young people, particularly from Western culture.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_43|ccom_08|ccom_50,ccom_50_0363|ccom_08_0079|ccom_43_0027|ccom_08_0077|ccom_50_0375,0.560208|0.497082|0.468425|0.464774|0.459103,2026-03-12T13:59:57+00:00
q18,How can organizations avoid dogmatism?,"To avoid dogmatism, organizations can follow Mao's mass line approach as described in the context. This involves uniting theory and practice, gathering ideas from the masses, being sensitive to their wishes, demands, opinions, and consciousness, and avoiding both ""tailism"" (following mass demands irrespective of policy) and ""commandism"" (enforcing policy irrespective of mass consciousness). The goal is to maintain a balance between Party leadership and mass inputs into policy-making. Additionally, it's important to avoid dogmatism by not mistaking fragmentary experience for universal truth (empiricism), and by recognizing the need for detailed study and understanding of the practical situation.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_16|ccom_50|ccom_16|ccom_26|ccom_16,ccom_16_0004|ccom_50_0233|ccom_16_0003|ccom_26_0024|ccom_16_0016,0.455430|0.376549|0.359790|0.351649|0.351416,2026-03-12T14:00:00+00:00
q19,How should movements learn from past struggles?,"Movements should learn from past struggles by correcting their ideas, theories, plans or programs when errors are discovered, and by ensuring that new revolutionary tasks and working programs correspond to the new changes in the situation. This is important because movements are usually subject to numerous limitations, and their original ideas may fail to correspond with reality either in whole or in part. Movements should also progress and change in their subjective knowledge along with the progression of the objective process, as true revolutionary leaders must adapt to the new changes in the situation to lead the revolution to victory. Additionally, movements should engage in reflection on their concrete situation to learn from past struggles and to guide future actions. This reflection leads to action, and when the situation calls for action, that action will constitute an authentic praxis only if its consequences become the object of critical reflection. Movements must also recognize dependence as a weak point and attempt through reflection and action to transform it into independence.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_45|ccom_35|ccom_50|ccom_08|ccom_50,ccom_45_0012|ccom_35_0356|ccom_50_0384|ccom_08_0052|ccom_50_0410,0.614423|0.581251|0.568314|0.564709|0.561128,2026-03-12T14:00:02+00:00
q20,What makes an organization truly class conscious?,"An organization becomes truly class conscious when it has a systematic ideology, engages in practical programs that deliver understandings to the people, and focuses on analyzing concrete conditions to gain a full understanding of the community and its needs. It also requires unity among the oppressed as a class, cooperation with class-conscious white workers, and alliances with actual or potential allies who share the same purpose. The organization should aim for unity, which can enable the oppressed to change their weak state into a transforming force, re-creating the world and making it more human. It's also important that the organization represents the interests of the lumpen proletariat, a group below the working class, and employs different strategies and tactics to address their unique circumstances.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_50|ccom_08|ccom_42,ccom_50_0410|ccom_08_0125|ccom_50_0082|ccom_08_0127|ccom_42_0010,0.467683|0.465523|0.456057|0.454755|0.445742,2026-03-12T14:00:04+00:00
q21,How should revolutionaries relate to the broader working class?,"According to the provided context, revolutionaries should not relate to the broader working class by pushing them from outside or treating them as inferior. Instead, they should engage with the working class in a serious and respectful manner, helping to educate and empower them to become professional revolutionaries themselves. The text suggests that revolutionaries should assist capable workers to develop their abilities and apply them towards revolutionary goals such as agitation, organization, and propaganda. However, it's important to note that this context is from the Communist Manifesto written by Karl Marx and Friedrich Engels in 1848, so the specific historical and political circumstances may not fully apply to modern-day situations.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_29|ccom_24_1|ccom_35|ccom_08|ccom_29,ccom_29_0135|ccom_24_1_0011|ccom_35_0716|ccom_08_0113|ccom_29_0146,0.676564|0.663002|0.662011|0.658108|0.654521,2026-03-12T14:00:06+00:00
q22,How can organizations stay connected to everyday struggles?,"Organizations can stay connected to everyday struggles by developing programs that address the unique problems of marginalized communities, as demonstrated by the Black Panther Party (BPP). The BPP created a multi-structured format to provide services such as health care, food, education, and clothing. These programs not only helped meet the daily needs of the community but also served as a model for other oppressed communities. By understanding and addressing the needs of the community, organizations can help raise consciousness and promote critical intervention in a total reality, which is crucial for achieving unity among the oppressed. However, it's important to note that this context primarily discusses the BPP's approach and may not fully represent other organizations or strategies.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_50|ccom_11|ccom_11|ccom_32,ccom_08_0125|ccom_50_0518|ccom_11_0027|ccom_11_0017|ccom_32_0005,0.490676|0.488235|0.476417|0.468759|0.464600,2026-03-12T14:00:08+00:00
q23,How should movements respond to spontaneous protests?,"The context suggests that movements should provide leadership, teach strategic methods of prolonged resistance, and show the people how to stage a revolution. They should avoid spontaneous protests without clear plans, tactics, and defined objectives. Instead, they should organize themselves and learn to defend themselves with guns when unjustly attacked. Movements should aim for a firm alliance with the oppressed nationalities and the working class. They should challenge the state's monopoly on legitimate use of violence, police the police, disrupt the official performance of the state, and build foreign relationships with other revolutionary states to signal the eruption of a nonstate identity into the everyday life of the state. Movements should escalate the momentum and impact of disruptive protest to gain acceptance for new advantages.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|Seale - Seize The Time The Story of the Black Panther Party|ccom_50|ccom_11,ccom_50_0384|ccom_50_0695|Seale - Seize The Time The Story of the Black Panther Party_0267|ccom_50_0518|ccom_11_0015,0.593499|0.554997|0.539329|0.530530|0.525954,2026-03-12T14:00:10+00:00
q24,How can a movement grow without losing its political clarity?,"A movement can grow without losing its political clarity by developing a systematic ideology, engaging in concrete analyses of concrete conditions, and maintaining a balance between theory and practice. This approach ensures that the movement's programs are grounded in reality and can be effectively communicated to the people. It also allows for flexibility and evolution as circumstances change, while keeping the focus on mobilizing the community towards the goal of higher manifestations of freedom.

The context provided discusses the importance of a structured political vehicle (like the Black Panther Party's Ten Point Program) that combines theory and practice, and the dangers of idealism, mechanical materialism, opportunism, and adventurism, which are characterized by the breach between the subjective and the objective, and the separation of knowledge from practice. The context also emphasizes the need for revolutionaries to adapt their thinking rapidly in accordance with changing circumstances, and the importance of avoiding demagogy and contempt towards those who propose plans or outlines for the movement's development.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_45|ccom_29|Seale - Seize The Time The Story of the Black Panther Party|ccom_29,ccom_50_0410|ccom_45_0013|ccom_29_0172|Seale - Seize The Time The Story of the Black Panther Party_0427|ccom_29_0088,0.510622|0.499861|0.494709|0.488229|0.485391,2026-03-12T14:00:11+00:00
q25,What is the difference between activism and revolutionary organizing?,"The difference between activism and revolutionary organizing lies in their focus, goals, and methods. Activism often focuses on specific issues or causes, aims for incremental change, and uses various forms of protest, advocacy, and community service to bring about change. Revolutionary organizing, on the other hand, seeks fundamental and systemic changes in society, often through the overthrow of existing power structures. It involves a more comprehensive analysis of the root causes of social issues, the development of long-term strategies for transformation, and the mobilization of mass movements to challenge and replace the current order.

In the provided context, revolutionary organizing is discussed as a means to bring about social change, particularly in the context of addressing racial inequality and economic exploitation. Activism is not explicitly mentioned, but it can be inferred that activism might focus on specific issues related to these broader goals, such as advocating for civil rights or labor reforms, while revolutionary organizing aims at transforming the entire system.

The texts also emphasize the importance of praxis (reflection and action) and the role of the oppressed in the transformation process. Revolutionary organizing cannot be reduced to mere activism or verbalism but requires a deep understanding of the structures to be transformed, as well as the active participation of those who are oppressed by these structures.

In summary, while both activism and revolutionary organizing aim at bringing about change, they differ in their scope, goals, methods, and the role they assign to the oppressed in the transformation process.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_35|ccom_08|ccom_50|ccom_29|ccom_29,ccom_35_0356|ccom_08_0108|ccom_50_0270|ccom_29_0121|ccom_29_0123,0.554595|0.545809|0.543896|0.535030|0.533810,2026-03-12T14:00:14+00:00
q26,What are signs of increasing state repression?,"Signs of increasing state repression can include:

1. Divide and Rule: The government may attempt to divide the population, create and deepen rifts among them, and halt any action that could unify the people. This is often done by various means, including violence.

2. Religiousness: The state may use a mix of nationalism and religion for its purposes, especially in societies where religion plays an important role. In some cases, religion may even take on the part of nationalism.

3. Bureaucracy: An ever-expanding civil and military bureaucracy may develop, which serves only to protect the state's ideological basis and legal, economic, and religious structures. This bureaucracy can often elevate itself above the people.

4. Homogeneity: The nation-state may aim at creating a single national culture, identity, and unified religious community, enforcing a homogeneous citizenship. This is often accomplished by force or financial incentives and has often resulted in the physical annihilation of minorities, cultures, or languages, or forced assimilation.

5. Repression of Opposition: The state may suppress opposition parties, liquidate them by beatings and stonings, set opposition candidates' houses on fire, increase provocations, and turn political parties into informants and punitive forces against the people.

6. Monopoly of Violence: The state may challenge groups that espouse willingness to engage in armed self-defense and disrupt its functioning by employing disruption as a tactic of influence. This can lead to arrests or violence towards these groups.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_08|ccom_40|ccom_50|ccom_11|ccom_40,ccom_08_0123|ccom_40_0010|ccom_50_0364|ccom_11_0015|ccom_40_0006,0.486101|0.480414|0.456345|0.455108|0.450766,2026-03-12T14:00:17+00:00
q27,How should organizations prepare for repression?,"Based on the provided context, organizations preparing for repression should focus on taking over power, organizing themselves with the people, and promoting unity among the oppressed. They should also be aware of tactics used by dominant elites to divide and rule, such as creating rifts among the oppressed and emphasizing a focalized view of problems rather than seeing them as dimensions of a totality.

To counteract possible reactions and attempts to destroy them by the dominant elites, organizations should avoid loose talk, be cautious about participating in research programs, and refrain from rumor-mongering. They should also write about their experiences to educate future generations.

The context is missing specific details on how exactly these strategies can be implemented and what resources or actions are necessary for successful execution.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_08|ccom_08|ccom_50|ccom_50,ccom_50_0518|ccom_08_0159|ccom_08_0123|ccom_50_0384|ccom_50_0502,0.621041|0.555318|0.531013|0.527375|0.515262,2026-03-12T14:00:20+00:00
q28,How should movements organize their material base?,"Based on the provided context, movements should organize their material base by creating a strong organization that is divided into functions, ensuring each function is carried out efficiently. This organization should also maintain good relations with the people they serve, such as peasants and workers, and ensure that collections (fundraising) are performed effectively. Additionally, there should be a focus on propaganda and agitation among relevant groups, and the creation of ""military organizations"" affiliated to the movement's party. The organization should also have a team dedicated to making trails for supply needs, and strive to avoid impoverishing the areas they operate in. Furthermore, movements should encourage physical meetings and rallies, where vanguard elements can go among the people, promote commitment, provide concrete activities, and search out individuals who can contribute to building the movement's infrastructure. Lastly, local networks of activists can serve as sub-networks within the larger network, providing opportunities for interpersonal and inter-organizational contacts.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_13|ccom_29|ccom_41|ccom_32|ccom_13,ccom_13_0030|ccom_29_0143|ccom_41_0074|ccom_32_0109|ccom_13_0033,0.508323|0.504815|0.478834|0.466404|0.461079,2026-03-12T14:00:22+00:00
q29,What role does social reproduction play in class struggle?,"In the provided context, social reproduction plays a significant role in class struggle by shaping and reinforcing the class structure and maintaining the dominant position of the ruling class over the working class. The process of social reproduction includes various activities that sustain the daily life of society, such as education, family, culture, and labor.

In contemporary society, the capitalist class owns property and dominates the working class, which does not own property. Social reproduction helps to maintain this class structure by creating and reinforcing ideologies that justify the existing power relations, such as the belief in meritocracy or the idea that success is determined by individual effort rather than systemic factors.

Moreover, social reproduction also shapes the consciousness, strength, and militancy of the working class through education, labor unions, and other organizations. The struggle for better wages, working conditions, and rights can be seen as a form of resistance against the dominant class's efforts to divide and weaken the working class.

In summary, social reproduction plays a crucial role in class struggle by shaping the consciousness, ideologies, and power relations between the ruling and working classes. The dialectical method emphasizes the importance of analyzing each set of conditions separately to gain insight into the process and manage its development and change.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_43|ccom_23_3|ccom_08|ccom_50|ccom_42,ccom_43_0014|ccom_23_3_0002|ccom_08_0126|ccom_50_0197|ccom_42_0012,0.563002|0.553418|0.546809|0.542084|0.536139,2026-03-12T14:00:24+00:00
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,"The context suggests that organizations should coordinate global solidarity and anti-imperialist struggles by forming a united front against U.S. imperialism. This united front should be led by the proletariat, aiming to unite all who can be united against the monopolies. The central role of the fight against white supremacy is emphasized in building this united front. Additionally, the fight against anti-communism and the exposure and defeat of bourgeois nationalists are key principles. The ultimate goal is to seize state power, institute the dictatorship of the proletariat, and build socialism.",mistral:latest,0.2,0.9,350,42,5,sentence-transformers/all-mpnet-base-v2,ccom_50|ccom_50|rutgers-lib-67813_PDF-1|ccom_43|rutgers-lib-67813_PDF-1,ccom_50_0485|ccom_50_0507|rutgers-lib-67813_PDF-1_0057|ccom_43_0002|rutgers-lib-67813_PDF-1_0059,0.585527|0.565837|0.558214|0.557396|0.549468,2026-03-12T14:00:27+00:00
