qid,query,k,rank,score,doc_id,chunk_id,word_count
q01,How should a revolutionary organization be structured?,5,1,0.618381142616272,ccom_29,ccom_29_0137,392
q01,How should a revolutionary organization be structured?,5,2,0.6139702200889587,ccom_29,ccom_29_0123,460
q01,How should a revolutionary organization be structured?,5,3,0.6129785776138306,ccom_29,ccom_29_0139,460
q01,How should a revolutionary organization be structured?,5,4,0.5938133597373962,ccom_32,ccom_32_0108,460
q01,How should a revolutionary organization be structured?,5,5,0.592607855796814,ccom_29,ccom_29_0153,372
q01,How should a revolutionary organization be structured?,10,1,0.618381142616272,ccom_29,ccom_29_0137,392
q01,How should a revolutionary organization be structured?,10,2,0.6139702200889587,ccom_29,ccom_29_0123,460
q01,How should a revolutionary organization be structured?,10,3,0.6129785776138306,ccom_29,ccom_29_0139,460
q01,How should a revolutionary organization be structured?,10,4,0.5938133597373962,ccom_32,ccom_32_0108,460
q01,How should a revolutionary organization be structured?,10,5,0.592607855796814,ccom_29,ccom_29_0153,372
q01,How should a revolutionary organization be structured?,10,6,0.5922863483428955,ccom_29,ccom_29_0111,460
q01,How should a revolutionary organization be structured?,10,7,0.5715585350990295,ccom_50,ccom_50_0410,460
q01,How should a revolutionary organization be structured?,10,8,0.5709725022315979,ccom_29,ccom_29_0172,460
q01,How should a revolutionary organization be structured?,10,9,0.5645264387130737,ccom_29,ccom_29_0121,460
q01,How should a revolutionary organization be structured?,10,10,0.5620648860931396,ccom_29,ccom_29_0130,262
q02,What is the role of leadership in class conscious movements?,5,1,0.602267324924469,ccom_08,ccom_08_0113,401
q02,What is the role of leadership in class conscious movements?,5,2,0.5896118879318237,ccom_50,ccom_50_0406,460
q02,What is the role of leadership in class conscious movements?,5,3,0.5747865438461304,ccom_50,ccom_50_0519,460
q02,What is the role of leadership in class conscious movements?,5,4,0.571541428565979,ccom_42,ccom_42_0011,374
q02,What is the role of leadership in class conscious movements?,5,5,0.5701063871383667,ccom_50,ccom_50_0410,460
q02,What is the role of leadership in class conscious movements?,10,1,0.602267324924469,ccom_08,ccom_08_0113,401
q02,What is the role of leadership in class conscious movements?,10,2,0.5896118879318237,ccom_50,ccom_50_0406,460
q02,What is the role of leadership in class conscious movements?,10,3,0.5747865438461304,ccom_50,ccom_50_0519,460
q02,What is the role of leadership in class conscious movements?,10,4,0.571541428565979,ccom_42,ccom_42_0011,374
q02,What is the role of leadership in class conscious movements?,10,5,0.5701063871383667,ccom_50,ccom_50_0410,460
q02,What is the role of leadership in class conscious movements?,10,6,0.567589282989502,ccom_50,ccom_50_0155,373
q02,What is the role of leadership in class conscious movements?,10,7,0.5607591867446899,ccom_24_1,ccom_24_1_0011,498
q02,What is the role of leadership in class conscious movements?,10,8,0.5598288774490356,ccom_08,ccom_08_0115,411
q02,What is the role of leadership in class conscious movements?,10,9,0.5563732385635376,ccom_29,ccom_29_0112,460
q02,What is the role of leadership in class conscious movements?,10,10,0.5530818700790405,ccom_50,ccom_50_0511,460
q03,How can responsibilities be distributed without creating hierarchy abuse?,5,1,0.4189222455024719,ccom_13,ccom_13_0024,249
q03,How can responsibilities be distributed without creating hierarchy abuse?,5,2,0.3831736743450165,ccom_16,ccom_16_0004,281
q03,How can responsibilities be distributed without creating hierarchy abuse?,5,3,0.3795846998691559,ccom_08,ccom_08_0123,299
q03,How can responsibilities be distributed without creating hierarchy abuse?,5,4,0.3468848466873169,ccom_50,ccom_50_0367,460
q03,How can responsibilities be distributed without creating hierarchy abuse?,5,5,0.3418402671813965,ccom_08,ccom_08_0125,532
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,1,0.4189222455024719,ccom_13,ccom_13_0024,249
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,2,0.3831736743450165,ccom_16,ccom_16_0004,281
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,3,0.3795846998691559,ccom_08,ccom_08_0123,299
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,4,0.3468848466873169,ccom_50,ccom_50_0367,460
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,5,0.3418402671813965,ccom_08,ccom_08_0125,532
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,6,0.3415588438510895,ccom_35,ccom_35_0326,211
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,7,0.33505934476852417,ccom_50,ccom_50_0501,460
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,8,0.33118364214897156,ccom_43,ccom_43_0023,117
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,9,0.3261442184448242,Seale - Seize The Time The Story of the Black Panther Party,Seale - Seize The Time The Story of the Black Panther Party_0044,422
q03,How can responsibilities be distributed without creating hierarchy abuse?,10,10,0.32355716824531555,ccom_50,ccom_50_0229,460
q04,How should decision-making processes be organized?,5,1,0.40380656719207764,ccom_13,ccom_13_0024,249
q04,How should decision-making processes be organized?,5,2,0.347037672996521,ccom_45,ccom_45_0004,489
q04,How should decision-making processes be organized?,5,3,0.33577877283096313,ccom_41,ccom_41_0099,71
q04,How should decision-making processes be organized?,5,4,0.33374691009521484,ccom_50,ccom_50_0367,460
q04,How should decision-making processes be organized?,5,5,0.3166244626045227,ccom_14,ccom_14_0019,531
q04,How should decision-making processes be organized?,10,1,0.40380656719207764,ccom_13,ccom_13_0024,249
q04,How should decision-making processes be organized?,10,2,0.347037672996521,ccom_45,ccom_45_0004,489
q04,How should decision-making processes be organized?,10,3,0.33577877283096313,ccom_41,ccom_41_0099,71
q04,How should decision-making processes be organized?,10,4,0.33374691009521484,ccom_50,ccom_50_0367,460
q04,How should decision-making processes be organized?,10,5,0.3166244626045227,ccom_14,ccom_14_0019,531
q04,How should decision-making processes be organized?,10,6,0.3123679459095001,ccom_16,ccom_16_0004,281
q04,How should decision-making processes be organized?,10,7,0.3039085268974304,ccom_41,ccom_41_0047,390
q04,How should decision-making processes be organized?,10,8,0.3037869334220886,ccom_08,ccom_08_0093,465
q04,How should decision-making processes be organized?,10,9,0.3014472723007202,ccom_50,ccom_50_0375,460
q04,How should decision-making processes be organized?,10,10,0.29922088980674744,ccom_40,ccom_40_0014,527
q05,How can a power-critical organizational structure be ensured?,5,1,0.49441730976104736,ccom_13,ccom_13_0024,249
q05,How can a power-critical organizational structure be ensured?,5,2,0.4624330401420593,ccom_16,ccom_16_0004,281
q05,How can a power-critical organizational structure be ensured?,5,3,0.4110344350337982,ccom_08,ccom_08_0159,425
q05,How can a power-critical organizational structure be ensured?,5,4,0.40576696395874023,ccom_16,ccom_16_0016,460
q05,How can a power-critical organizational structure be ensured?,5,5,0.39559364318847656,ccom_08,ccom_08_0123,299
q05,How can a power-critical organizational structure be ensured?,10,1,0.49441730976104736,ccom_13,ccom_13_0024,249
q05,How can a power-critical organizational structure be ensured?,10,2,0.4624330401420593,ccom_16,ccom_16_0004,281
q05,How can a power-critical organizational structure be ensured?,10,3,0.4110344350337982,ccom_08,ccom_08_0159,425
q05,How can a power-critical organizational structure be ensured?,10,4,0.40576696395874023,ccom_16,ccom_16_0016,460
q05,How can a power-critical organizational structure be ensured?,10,5,0.39559364318847656,ccom_08,ccom_08_0123,299
q05,How can a power-critical organizational structure be ensured?,10,6,0.3833490312099457,ccom_08,ccom_08_0131,397
q05,How can a power-critical organizational structure be ensured?,10,7,0.3801855444908142,ccom_08,ccom_08_0125,532
q05,How can a power-critical organizational structure be ensured?,10,8,0.3737485706806183,ccom_13,ccom_13_0025,352
q05,How can a power-critical organizational structure be ensured?,10,9,0.36775127053260803,ccom_08,ccom_08_0119,496
q05,How can a power-critical organizational structure be ensured?,10,10,0.36761474609375,ccom_40,ccom_40_0014,527
q06,What is the role of discipline in class conscious movements?,5,1,0.5681433081626892,ccom_50,ccom_50_0197,460
q06,What is the role of discipline in class conscious movements?,5,2,0.5607792139053345,ccom_29,ccom_29_0112,460
q06,What is the role of discipline in class conscious movements?,5,3,0.5524082183837891,ccom_42,ccom_42_0011,374
q06,What is the role of discipline in class conscious movements?,5,4,0.5496551394462585,ccom_43,ccom_43_0014,414
q06,What is the role of discipline in class conscious movements?,5,5,0.5475510954856873,ccom_29,ccom_29_0135,460
q06,What is the role of discipline in class conscious movements?,10,1,0.5681433081626892,ccom_50,ccom_50_0197,460
q06,What is the role of discipline in class conscious movements?,10,2,0.5607792139053345,ccom_29,ccom_29_0112,460
q06,What is the role of discipline in class conscious movements?,10,3,0.5524082183837891,ccom_42,ccom_42_0011,374
q06,What is the role of discipline in class conscious movements?,10,4,0.5496551394462585,ccom_43,ccom_43_0014,414
q06,What is the role of discipline in class conscious movements?,10,5,0.5475510954856873,ccom_29,ccom_29_0135,460
q06,What is the role of discipline in class conscious movements?,10,6,0.5427868962287903,ccom_08,ccom_08_0113,401
q06,What is the role of discipline in class conscious movements?,10,7,0.528404951095581,ccom_08,ccom_08_0062,418
q06,What is the role of discipline in class conscious movements?,10,8,0.5281758904457092,ccom_29,ccom_29_0143,131
q06,What is the role of discipline in class conscious movements?,10,9,0.5279831290245056,ccom_24_1,ccom_24_1_0011,498
q06,What is the role of discipline in class conscious movements?,10,10,0.5267584323883057,ccom_29,ccom_29_0098,460
q07,How should revolutionary movements handle internal disagreements?,5,1,0.583322286605835,ccom_50,ccom_50_0384,460
q07,How should revolutionary movements handle internal disagreements?,5,2,0.5618438720703125,ccom_08,ccom_08_0119,496
q07,How should revolutionary movements handle internal disagreements?,5,3,0.5604115724563599,ccom_08,ccom_08_0109,432
q07,How should revolutionary movements handle internal disagreements?,5,4,0.5523277521133423,ccom_50,ccom_50_0270,460
q07,How should revolutionary movements handle internal disagreements?,5,5,0.5506128668785095,ccom_32,ccom_32_0108,460
q07,How should revolutionary movements handle internal disagreements?,10,1,0.583322286605835,ccom_50,ccom_50_0384,460
q07,How should revolutionary movements handle internal disagreements?,10,2,0.5618438720703125,ccom_08,ccom_08_0119,496
q07,How should revolutionary movements handle internal disagreements?,10,3,0.5604115724563599,ccom_08,ccom_08_0109,432
q07,How should revolutionary movements handle internal disagreements?,10,4,0.5523277521133423,ccom_50,ccom_50_0270,460
q07,How should revolutionary movements handle internal disagreements?,10,5,0.5506128668785095,ccom_32,ccom_32_0108,460
q07,How should revolutionary movements handle internal disagreements?,10,6,0.5438207387924194,ccom_35,ccom_35_0356,382
q07,How should revolutionary movements handle internal disagreements?,10,7,0.5435985922813416,ccom_08,ccom_08_0110,436
q07,How should revolutionary movements handle internal disagreements?,10,8,0.5408410429954529,ccom_50,ccom_50_0386,460
q07,How should revolutionary movements handle internal disagreements?,10,9,0.5400196313858032,ccom_26,ccom_26_0056,406
q07,How should revolutionary movements handle internal disagreements?,10,10,0.5394510626792908,ccom_08,ccom_08_0150,419
q08,How can organizations prevent opportunism or individualism?,5,1,0.47458744049072266,ccom_08,ccom_08_0125,532
q08,How can organizations prevent opportunism or individualism?,5,2,0.4436040222644806,ccom_08,ccom_08_0127,452
q08,How can organizations prevent opportunism or individualism?,5,3,0.435640811920166,ccom_50,ccom_50_0237,460
q08,How can organizations prevent opportunism or individualism?,5,4,0.43178558349609375,ccom_08,ccom_08_0159,425
q08,How can organizations prevent opportunism or individualism?,5,5,0.4283754527568817,ccom_50,ccom_50_0215,460
q08,How can organizations prevent opportunism or individualism?,10,1,0.47458744049072266,ccom_08,ccom_08_0125,532
q08,How can organizations prevent opportunism or individualism?,10,2,0.4436040222644806,ccom_08,ccom_08_0127,452
q08,How can organizations prevent opportunism or individualism?,10,3,0.435640811920166,ccom_50,ccom_50_0237,460
q08,How can organizations prevent opportunism or individualism?,10,4,0.43178558349609375,ccom_08,ccom_08_0159,425
q08,How can organizations prevent opportunism or individualism?,10,5,0.4283754527568817,ccom_50,ccom_50_0215,460
q08,How can organizations prevent opportunism or individualism?,10,6,0.4272242784500122,ccom_16,ccom_16_0004,281
q08,How can organizations prevent opportunism or individualism?,10,7,0.42025041580200195,ccom_08,ccom_08_0130,423
q08,How can organizations prevent opportunism or individualism?,10,8,0.4162156581878662,ccom_08,ccom_08_0123,299
q08,How can organizations prevent opportunism or individualism?,10,9,0.4159923791885376,ccom_50,ccom_50_0216,460
q08,How can organizations prevent opportunism or individualism?,10,10,0.4138323664665222,ccom_29,ccom_29_0056,89
q09,What does accountability look like in a revolutionary organization?,5,1,0.5897819399833679,ccom_08,ccom_08_0159,425
q09,What does accountability look like in a revolutionary organization?,5,2,0.5659821629524231,ccom_50,ccom_50_0384,460
q09,What does accountability look like in a revolutionary organization?,5,3,0.5583857893943787,ccom_08,ccom_08_0109,432
q09,What does accountability look like in a revolutionary organization?,5,4,0.5521029233932495,ccom_29,ccom_29_0137,392
q09,What does accountability look like in a revolutionary organization?,5,5,0.5507570505142212,ccom_29,ccom_29_0139,460
q09,What does accountability look like in a revolutionary organization?,10,1,0.5897819399833679,ccom_08,ccom_08_0159,425
q09,What does accountability look like in a revolutionary organization?,10,2,0.5659821629524231,ccom_50,ccom_50_0384,460
q09,What does accountability look like in a revolutionary organization?,10,3,0.5583857893943787,ccom_08,ccom_08_0109,432
q09,What does accountability look like in a revolutionary organization?,10,4,0.5521029233932495,ccom_29,ccom_29_0137,392
q09,What does accountability look like in a revolutionary organization?,10,5,0.5507570505142212,ccom_29,ccom_29_0139,460
q09,What does accountability look like in a revolutionary organization?,10,6,0.5400248765945435,ccom_08,ccom_08_0158,414
q09,What does accountability look like in a revolutionary organization?,10,7,0.5329035520553589,ccom_29,ccom_29_0111,460
q09,What does accountability look like in a revolutionary organization?,10,8,0.5297155380249023,ccom_08,ccom_08_0131,397
q09,What does accountability look like in a revolutionary organization?,10,9,0.5277084708213806,ccom_50,ccom_50_0410,460
q09,What does accountability look like in a revolutionary organization?,10,10,0.5275454521179199,ccom_29,ccom_29_0123,460
q10,How should criticism and self-criticism be practiced?,5,1,0.4476819634437561,ccom_32,ccom_32_0086,460
q10,How should criticism and self-criticism be practiced?,5,2,0.44061756134033203,ccom_08,ccom_08_0075,401
q10,How should criticism and self-criticism be practiced?,5,3,0.423440158367157,ccom_08,ccom_08_0010,425
q10,How should criticism and self-criticism be practiced?,5,4,0.3943490982055664,ccom_08,ccom_08_0009,409
q10,How should criticism and self-criticism be practiced?,5,5,0.3886054754257202,ccom_32,ccom_32_0081,577
q10,How should criticism and self-criticism be practiced?,10,1,0.4476819634437561,ccom_32,ccom_32_0086,460
q10,How should criticism and self-criticism be practiced?,10,2,0.44061756134033203,ccom_08,ccom_08_0075,401
q10,How should criticism and self-criticism be practiced?,10,3,0.423440158367157,ccom_08,ccom_08_0010,425
q10,How should criticism and self-criticism be practiced?,10,4,0.3943490982055664,ccom_08,ccom_08_0009,409
q10,How should criticism and self-criticism be practiced?,10,5,0.3886054754257202,ccom_32,ccom_32_0081,577
q10,How should criticism and self-criticism be practiced?,10,6,0.38733208179473877,ccom_08,ccom_08_0011,436
q10,How should criticism and self-criticism be practiced?,10,7,0.38649559020996094,ccom_08,ccom_08_0065,363
q10,How should criticism and self-criticism be practiced?,10,8,0.3750354051589966,ccom_08,ccom_08_0092,398
q10,How should criticism and self-criticism be practiced?,10,9,0.35790660977363586,ccom_34,ccom_34_0086,464
q10,How should criticism and self-criticism be practiced?,10,10,0.3556287884712219,ccom_45,ccom_45_0003,493
q11,How should a power-critical organization address internal sexism?,5,1,0.5039740800857544,ccom_40,ccom_40_0009,434
q11,How should a power-critical organization address internal sexism?,5,2,0.46391761302948,ccom_37,ccom_37_0016,454
q11,How should a power-critical organization address internal sexism?,5,3,0.4631212055683136,ccom_37,ccom_37_0020,372
q11,How should a power-critical organization address internal sexism?,5,4,0.45874541997909546,ccom_37,ccom_37_0005,480
q11,How should a power-critical organization address internal sexism?,5,5,0.4514566659927368,ccom_50,ccom_50_0564,396
q11,How should a power-critical organization address internal sexism?,10,1,0.5039740800857544,ccom_40,ccom_40_0009,434
q11,How should a power-critical organization address internal sexism?,10,2,0.46391761302948,ccom_37,ccom_37_0016,454
q11,How should a power-critical organization address internal sexism?,10,3,0.4631212055683136,ccom_37,ccom_37_0020,372
q11,How should a power-critical organization address internal sexism?,10,4,0.45874541997909546,ccom_37,ccom_37_0005,480
q11,How should a power-critical organization address internal sexism?,10,5,0.4514566659927368,ccom_50,ccom_50_0564,396
q11,How should a power-critical organization address internal sexism?,10,6,0.450702428817749,ccom_50,ccom_50_0133,460
q11,How should a power-critical organization address internal sexism?,10,7,0.4485296607017517,ccom_37,ccom_37_0006,420
q11,How should a power-critical organization address internal sexism?,10,8,0.4478042721748352,ccom_37,ccom_37_0011,477
q11,How should a power-critical organization address internal sexism?,10,9,0.4466676712036133,ccom_36,ccom_36_0161,243
q11,How should a power-critical organization address internal sexism?,10,10,0.43880128860473633,ccom_36,ccom_36_0162,460
q12,How can organizations respond to cases of internal discrimination?,5,1,0.40621212124824524,ccom_50,ccom_50_0517,460
q12,How can organizations respond to cases of internal discrimination?,5,2,0.39170899987220764,ccom_50,ccom_50_0528,255
q12,How can organizations respond to cases of internal discrimination?,5,3,0.38338616490364075,ccom_50,ccom_50_0133,460
q12,How can organizations respond to cases of internal discrimination?,5,4,0.3767277002334595,ccom_50,ccom_50_0137,395
q12,How can organizations respond to cases of internal discrimination?,5,5,0.3654746413230896,ccom_33,ccom_33_0037,433
q12,How can organizations respond to cases of internal discrimination?,10,1,0.40621212124824524,ccom_50,ccom_50_0517,460
q12,How can organizations respond to cases of internal discrimination?,10,2,0.39170899987220764,ccom_50,ccom_50_0528,255
q12,How can organizations respond to cases of internal discrimination?,10,3,0.38338616490364075,ccom_50,ccom_50_0133,460
q12,How can organizations respond to cases of internal discrimination?,10,4,0.3767277002334595,ccom_50,ccom_50_0137,395
q12,How can organizations respond to cases of internal discrimination?,10,5,0.3654746413230896,ccom_33,ccom_33_0037,433
q12,How can organizations respond to cases of internal discrimination?,10,6,0.35610026121139526,ccom_50,ccom_50_0164,460
q12,How can organizations respond to cases of internal discrimination?,10,7,0.35583293437957764,ccom_50,ccom_50_0522,460
q12,How can organizations respond to cases of internal discrimination?,10,8,0.3554627299308777,ccom_33,ccom_33_0032,496
q12,How can organizations respond to cases of internal discrimination?,10,9,0.35406121611595154,Seale - Seize The Time The Story of the Black Panther Party,Seale - Seize The Time The Story of the Black Panther Party_0466,460
q12,How can organizations respond to cases of internal discrimination?,10,10,0.35347872972488403,ccom_50,ccom_50_0516,249
q13,How can class conscious movements avoid reproducing social hierarchies internally?,5,1,0.5851955413818359,ccom_50,ccom_50_0226,460
q13,How can class conscious movements avoid reproducing social hierarchies internally?,5,2,0.5785585045814514,ccom_50,ccom_50_0410,460
q13,How can class conscious movements avoid reproducing social hierarchies internally?,5,3,0.5670700073242188,ccom_24_1,ccom_24_1_0011,498
q13,How can class conscious movements avoid reproducing social hierarchies internally?,5,4,0.5619401931762695,ccom_08,ccom_08_0125,532
q13,How can class conscious movements avoid reproducing social hierarchies internally?,5,5,0.5549948811531067,ccom_43,ccom_43_0027,501
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,1,0.5851955413818359,ccom_50,ccom_50_0226,460
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,2,0.5785585045814514,ccom_50,ccom_50_0410,460
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,3,0.5670700073242188,ccom_24_1,ccom_24_1_0011,498
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,4,0.5619401931762695,ccom_08,ccom_08_0125,532
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,5,0.5549948811531067,ccom_43,ccom_43_0027,501
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,6,0.5516700148582458,ccom_50,ccom_50_0197,460
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,7,0.5486743450164795,ccom_43,ccom_43_0014,414
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,8,0.5460044145584106,ccom_08,ccom_08_0113,401
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,9,0.5457468032836914,ccom_43,ccom_43_0024,457
q13,How can class conscious movements avoid reproducing social hierarchies internally?,10,10,0.5446628332138062,ccom_08,ccom_08_0126,443
q14,How can informal power structures be identified and challenged?,5,1,0.49063146114349365,ccom_08,ccom_08_0123,299
q14,How can informal power structures be identified and challenged?,5,2,0.4705016613006592,ccom_35,ccom_35_0326,211
q14,How can informal power structures be identified and challenged?,5,3,0.4688863754272461,ccom_08,ccom_08_0125,532
q14,How can informal power structures be identified and challenged?,5,4,0.4664897322654724,ccom_08,ccom_08_0159,425
q14,How can informal power structures be identified and challenged?,5,5,0.46631699800491333,ccom_13,ccom_13_0029,299
q14,How can informal power structures be identified and challenged?,10,1,0.49063146114349365,ccom_08,ccom_08_0123,299
q14,How can informal power structures be identified and challenged?,10,2,0.4705016613006592,ccom_35,ccom_35_0326,211
q14,How can informal power structures be identified and challenged?,10,3,0.4688863754272461,ccom_08,ccom_08_0125,532
q14,How can informal power structures be identified and challenged?,10,4,0.4664897322654724,ccom_08,ccom_08_0159,425
q14,How can informal power structures be identified and challenged?,10,5,0.46631699800491333,ccom_13,ccom_13_0029,299
q14,How can informal power structures be identified and challenged?,10,6,0.46518808603286743,ccom_13,ccom_13_0025,352
q14,How can informal power structures be identified and challenged?,10,7,0.45701271295547485,ccom_13,ccom_13_0027,260
q14,How can informal power structures be identified and challenged?,10,8,0.45500147342681885,ccom_13,ccom_13_0024,249
q14,How can informal power structures be identified and challenged?,10,9,0.44436216354370117,ccom_13,ccom_13_0015,265
q14,How can informal power structures be identified and challenged?,10,10,0.44204187393188477,ccom_50,ccom_50_0410,460
q15,What structures help ensure collective responsibility and shared power?,5,1,0.5370602607727051,ccom_13,ccom_13_0024,249
q15,What structures help ensure collective responsibility and shared power?,5,2,0.529518723487854,ccom_08,ccom_08_0123,299
q15,What structures help ensure collective responsibility and shared power?,5,3,0.487788587808609,ccom_08,ccom_08_0125,532
q15,What structures help ensure collective responsibility and shared power?,5,4,0.4877525568008423,ccom_14,ccom_14_0013,524
q15,What structures help ensure collective responsibility and shared power?,5,5,0.4867469072341919,ccom_14,ccom_14_0019,531
q15,What structures help ensure collective responsibility and shared power?,10,1,0.5370602607727051,ccom_13,ccom_13_0024,249
q15,What structures help ensure collective responsibility and shared power?,10,2,0.529518723487854,ccom_08,ccom_08_0123,299
q15,What structures help ensure collective responsibility and shared power?,10,3,0.487788587808609,ccom_08,ccom_08_0125,532
q15,What structures help ensure collective responsibility and shared power?,10,4,0.4877525568008423,ccom_14,ccom_14_0013,524
q15,What structures help ensure collective responsibility and shared power?,10,5,0.4867469072341919,ccom_14,ccom_14_0019,531
